,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk_err1,koi_duration_err1,koi_depth,koi_teq,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,ra,log,svm,cnn,Final_Selection
2921,0,0,0,0,170.995748,0.00643,0.174,477.1,463,15.5,1,6127,73,-85,3.991,0.188,-0.10099999999999999,298.03305,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2923,0,0,0,0,19.5650801,0.00743,0.27699999999999997,61.7,791,13.8,1,6180,111,-135,4.294,0.099,-0.132,283.72427000000005,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2930,0,0,0,0,5.53312006,0.006690000000000001,0.325,53.1,1303,13.4,1,6170,83,-83,4.15,0.168,-0.11199999999999999,293.68127000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2937,0,0,0,0,17.718978600000003,0.0133,0.428,176.8,713,9.7,2,5566,83,-75,4.329,0.132,-0.10800000000000001,294.69406000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2938,0,0,0,0,6.24564633,0.0071,0.182,212.0,731,11.9,1,4858,161,-161,4.622,0.027000000000000003,-0.059000000000000004,287.96814,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2942,0,0,0,0,4.72519164,0.0102,0.34,98.8,2250,10.0,2,6655,160,-200,3.49,0.376,-0.094,295.1442,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2944,0,0,0,0,66.6434565,0.00449,0.18,277.3,476,14.8,1,5751,77,-77,4.3389999999999995,0.1,-0.15,290.9227,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2948,0,0,0,0,160.850075,0.0181,0.6459999999999999,428.1,413,16.1,2,5999,80,-89,4.168,0.162,-0.10800000000000001,294.94982999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2951,0,0,0,0,122.0804953,0.0040100000000000005,0.299,799.9,297,23.3,3,5132,102,-102,4.571000000000001,0.032,-0.052000000000000005,284.96851000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2952,0,0,0,0,6.2614227,0.0123,0.439,51.4,1146,10.6,2,6384,151,-207,4.361000000000001,0.087,-0.203,288.09564,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2953,0,0,0,0,14.7510068,0.0106,0.295,381.1,629,9.5,3,5295,185,-185,4.548,0.052000000000000005,-0.09699999999999999,295.90502999999995,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2955,0,0,0,0,19.875135500000003,0.0119,0.271,109.0,1061,15.2,1,6918,72,-83,4.021,0.14800000000000002,-0.121,297.16089,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2957,0,0,0,0,5.94373492,0.00432,0.124,301.0,674,13.2,1,4391,118,-131,4.598,0.053,-0.018000000000000002,294.62097,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2962,0,0,0,0,145.78655600000002,0.0135,0.391,378.0,331,13.9,1,5578,100,-111,4.44,0.081,-0.099,285.66006,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2964,0,0,0,0,2.5093343999999997,0.013000000000000001,0.64,184.3,1483,8.4,1,6278,174,-261,4.425,0.065,-0.195,295.37203999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2968,0,0,0,0,24.560710699999998,0.0161,0.35,55.2,787,14.9,4,6170,110,-135,4.192,0.13699999999999998,-0.125,289.92145,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2976,0,0,0,0,24.6683831,0.0124,0.353,109.2,788,15.3,1,6059,109,-146,4.151,0.168,-0.11199999999999999,290.48007,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2981,0,0,0,0,14.8162925,0.0127,0.36200000000000004,108.2,912,12.5,1,6356,115,-128,4.27,0.09,-0.11,293.93832000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2984,0,0,0,0,7.2981419999999995,0.00629,0.146,370.5,786,13.6,2,5119,82,-82,4.508,0.06,-0.04,291.39938,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2985,0,0,0,0,18.501089800000003,0.00601,0.17,421.1,555,14.7,1,5242,158,-142,4.613,0.03,-0.09,284.9725,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2986,0,0,0,0,7.0160160000000005,0.0873,13.2,169.0,1138,6.3,1,6642,178,-218,4.39,0.062,-0.187,294.63516,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
2988,0,0,0,0,42.068554,0.026000000000000002,0.496,186.3,541,9.8,2,6122,182,-200,4.487,0.054000000000000006,-0.21600000000000003,292.31601,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2989,0,0,0,0,1.121634781,0.00296,0.111,71.5,1225,14.8,1,4518,143,-159,4.5889999999999995,0.042,-0.025,288.44305,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2991,0,0,0,0,6.23968392,0.00307,0.18,155.9,1060,9.0,1,5751,156,-156,4.303,0.18,-0.18,286.35339,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2993,0,0,0,0,3.59645081,0.00761,0.213,149.6,1327,16.2,2,5887,70,-79,4.292,0.12,-0.12,293.98871,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2994,0,0,0,0,20.6579443,0.0132,0.405,98.2,728,14.1,1,5468,81,-65,4.171,0.231,-0.11599999999999999,290.49987999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
2999,0,0,0,0,16.3368863,0.0072299999999999994,0.19699999999999998,225.9,642,12.1,1,5410,334,-371,4.49,0.094,-0.175,293.13097999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3000,0,0,0,0,1.63668262,0.00541,0.235,921.7,2562,12.9,1,5234,158,-174,3.4360000000000004,0.402,-0.23399999999999999,300.92484,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3001,0,0,0,0,11.615625,0.00823,0.36200000000000004,191.2,905,8.8,2,5332,88,-72,4.083,0.368,-0.092,293.52756,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3002,0,0,0,0,6.08003714,0.00228,0.0835,184.0,808,17.7,1,4991,149,-134,4.513,0.08199999999999999,-0.06,281.89813,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3004,0,0,0,0,173.2578372,0.00392,0.266,687.0,376,13.5,1,6392,147,-228,4.399,0.057,-0.35100000000000003,283.72552,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3006,0,0,0,0,41.6757509,0.0117,0.336,142.0,690,22.6,1,5745,156,-156,3.957,0.465,-0.155,295.1333,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3008,0,0,0,0,0.609926502,0.00309,0.0969,133.8,2141,15.3,1,5936,176,-211,4.501,0.039,-0.221,290.39172,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3012,0,0,0,0,1.62888267,0.00392,0.124,130.9,1327,12.5,1,5398,177,-160,4.571000000000001,0.034,-0.136,299.27657999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3014,0,0,0,0,1.9200625869999999,0.0036299999999999995,0.129,226.8,1189,12.6,1,5266,158,-142,4.611000000000001,0.036000000000000004,-0.09,287.84,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3016,0,0,0,0,6.96352699,0.00435,0.131,68.1,1298,17.4,1,6040,201,-201,3.978,0.45799999999999996,-0.153,296.10406,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3020,0,0,0,0,0.909127736,0.00351,0.11900000000000001,98.7,1818,13.9,1,5486,164,-164,4.388999999999999,0.149,-0.182,290.01245,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3023,0,0,0,0,10.30148508,0.008029999999999999,0.20600000000000002,162.7,934,12.6,3,5887,70,-79,4.292,0.12,-0.12,293.98871,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3024,0,0,0,0,1.7178598409999999,0.00434,0.14800000000000002,66.3,2212,9.5,1,6694,188,-259,4.084,0.252,-0.168,290.81366,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3026,0,0,0,0,7.3422467000000005,0.00642,0.192,366.8,837,11.8,1,5573,174,-194,4.562,0.036000000000000004,-0.14400000000000002,295.21127,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3029,0,0,0,0,5.4675514000000005,0.00863,0.256,87.2,1078,10.4,2,5557,83,-75,4.288,0.162,-0.10800000000000001,288.58835,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3031,0,0,0,0,94.18047299999999,0.0128,0.478,1104.4,478,15.6,1,6997,167,-263,4.475,0.026000000000000002,-0.23399999999999999,293.20139,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3040,0,0,0,0,42.1003351,0.00278,0.0991,214.0,466,13.9,1,5595,100,-122,4.57,0.016,-0.09300000000000001,282.12888,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3042,0,0,0,0,5.88350251,0.011000000000000001,0.222,217.7,949,11.9,1,5840,174,-174,4.553,0.036000000000000004,-0.204,298.00293,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3044,0,0,0,0,2.20829637,0.00589,0.222,87.9,1709,12.0,1,6028,81,-81,4.189,0.149,-0.122,293.5423,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3046,0,0,0,0,26.656573699999996,0.00685,0.17300000000000001,163.4,903,18.8,1,5159,171,-155,3.6039999999999996,0.863,-0.23,293.79684,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3053,0,0,0,0,1.8679942999999999,0.00505,0.16899999999999998,73.4,1291,10.0,1,5487,147,-147,4.5680000000000005,0.038,-0.152,290.88486,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3054,0,0,0,0,8.9172863,0.0234,0.6759999999999999,196.3,931,7.2,1,6210,175,-219,4.467,0.054000000000000006,-0.21600000000000003,296.89599999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3056,0,0,0,0,1.33807075,0.0067599999999999995,0.21100000000000002,20.2,2008,8.5,1,6355,115,-127,4.2989999999999995,0.063,-0.11699999999999999,301.15656,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3059,0,0,0,0,56.414831400000004,0.0118,0.251,480.1,535,16.4,3,6325,174,-261,4.409,0.057999999999999996,-0.218,294.33847000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3064,0,0,0,0,17.3731821,0.00853,0.263,71.7,901,14.0,1,6180,111,-136,4.155,0.162,-0.122,294.20984,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3068,0,0,0,0,3.3879165,0.00581,0.17300000000000001,78.6,1336,10.4,1,5702,77,-77,4.247,0.162,-0.10800000000000001,293.28015,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3072,0,0,0,0,64.740274,0.021,0.513,113.1,518,16.4,1,5999,163,-181,4.263,0.22,-0.18,286.77313,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3073,0,0,0,0,5.38299284,0.0121,0.301,35.1,1253,10.7,1,6256,113,-126,4.27,0.115,-0.115,299.09537,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3075,0,0,0,0,2.0481582,0.0068200000000000005,0.179,183.3,1346,11.7,1,5799,172,-207,4.548,0.036000000000000004,-0.192,292.02621,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3076,0,0,0,0,140.25194299999998,0.0103,0.327,567.7,271,11.9,1,4821,76,-86,4.529,0.064,-0.016,296.45776,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3077,0,0,0,0,14.7179342,0.0103,0.33399999999999996,132.3,784,12.7,1,6102,184,-202,4.449,0.055999999999999994,-0.22399999999999998,295.09201,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3080,0,0,0,0,5.99078221,0.00658,0.209,69.9,987,8.6,1,5721,102,-113,4.442,0.07200000000000001,-0.11699999999999999,299.3028,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3083,0,0,0,0,19.2527652,0.0112,0.304,138.5,740,10.8,1,6258,175,-219,4.442,0.054000000000000006,-0.21600000000000003,288.70859,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3087,0,0,0,0,2.29794819,0.007240000000000001,0.231,83.2,1547,12.2,1,6371,169,-207,4.426,0.065,-0.195,294.69696,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3089,0,0,0,0,3.48754109,0.00836,0.306,85.1,988,7.3,1,5252,73,-84,4.593,0.009000000000000001,-0.086,292.02828999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3090,0,0,0,0,8.0772455,0.0149,0.344,79.2,1228,12.5,1,5684,85,-68,3.915,0.217,-0.09300000000000001,293.43478,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3093,0,0,0,0,91.95723000000001,0.0657,0.919,308.4,497,12.3,1,5854,79,-79,4.114,0.182,-0.098,289.90417,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3094,0,0,0,0,7.51731745,0.00935,0.27,170.7,861,10.7,1,5525,74,-83,4.488,0.045,-0.105,298.75836,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3097,0,0,0,0,44.696617700000004,0.015,0.5660000000000001,257.3,637,15.3,1,5929,80,-80,4.123,0.182,-0.098,295.59735,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3098,0,0,0,0,3.07714195,0.0103,0.32,34.2,1493,9.9,1,6108,82,-92,4.251,0.125,-0.11199999999999999,291.88797,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3099,0,0,0,0,3.83488354,0.00713,0.214,243.0,1003,10.9,1,5515,182,-199,4.592,0.036000000000000004,-0.135,295.36145,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3105,0,0,0,0,8.8233996,0.0107,0.335,104.6,929,13.3,1,5602,152,-152,4.269,0.253,-0.207,285.59542999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3110,0,0,0,0,40.0691482,0.009290000000000001,0.375,784.1,458,10.5,1,5485,191,-191,4.575,0.051,-0.111,299.01312,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3111,0,0,0,0,4.02745396,0.00468,0.2,85.2,1250,10.8,1,6174,175,-197,4.398,0.105,-0.195,300.6496,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3112,0,0,0,0,4.96061094,0.0051600000000000005,0.141,20.4,1272,12.5,1,6117,135,-135,4.244,0.13699999999999998,-0.11199999999999999,283.35046,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3113,0,0,0,0,1.4733245000000001,0.0059700000000000005,0.147,124.0,1576,11.9,1,5751,172,-189,4.431,0.12,-0.18,297.60236000000003,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3116,0,0,0,0,5.93218209,0.00868,0.248,205.3,1000,14.9,1,5843,164,-205,4.474,0.054000000000000006,-0.21600000000000003,296.77414,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3117,0,0,0,0,96.38448299999999,0.00954,0.27,591.0,400,10.4,1,5919,162,-203,4.485,0.039,-0.221,284.68292,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3118,0,0,0,0,6.05552018,0.00911,0.23800000000000002,134.6,844,9.8,1,5352,159,-159,4.585,0.024,-0.128,295.47382000000005,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3119,0,0,0,0,54.33358199999999,0.0194,0.594,152.0,513,10.5,1,5500,88,-66,4.228,0.195,-0.12,285.15942,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3120,0,0,0,0,4.11754421,0.005370000000000001,0.135,34.3,1581,22.1,1,6263,81,-74,4.024,0.013000000000000001,-0.013000000000000001,287.6376,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3124,0,0,0,0,122.749053,0.0275,0.7959999999999999,1041.2,348,15.0,1,5619,180,-200,4.488,0.048,-0.204,292.98517000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3125,0,0,0,0,4.37992345,0.00899,0.24,15.5,1608,13.9,1,6311,76,-76,3.9930000000000003,0.016,-0.018000000000000002,288.59967,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3126,0,0,0,0,3.70858595,0.00526,0.16899999999999998,305.4,995,11.3,1,5420,162,-146,4.596,0.038,-0.12,291.64294,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3127,0,0,0,0,9.452772099999999,0.0105,0.603,197.3,832,11.3,1,5973,160,-178,4.547,0.044000000000000004,-0.187,290.7377,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3128,0,0,0,0,4.363831299999999,0.0067,0.17600000000000002,194.1,976,10.3,1,5623,169,-152,4.596,0.042,-0.127,287.50766,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3130,0,0,0,0,6.83006228,0.00919,0.19699999999999998,187.4,882,12.1,1,5807,138,-173,4.5760000000000005,0.038,-0.152,289.26697,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3131,0,0,0,0,17.1622587,0.0117,0.611,312.2,674,11.7,1,5729,77,-85,4.5089999999999995,0.024,-0.102,294.22134,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3132,0,0,0,0,5.19898615,0.00585,0.184,136.8,1035,11.5,1,6058,164,-201,4.54,0.048,-0.204,298.78278,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3134,0,0,0,0,14.74426,0.0164,0.742,113.6,784,11.9,2,6146,170,-192,4.454,0.07,-0.21,301.56284,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3140,0,0,0,0,22.599501,0.0946,3.8,76.9,734,2.9,1,6335,157,-189,4.375,0.092,-0.138,296.29056,CONFIRMED,CONFIRMED,FALSE POSITIVE,FALSE POSITIVE
3141,0,0,0,0,7.28171395,0.00321,0.11,111.6,1086,14.4,1,4970,164,-134,3.924,0.624,-0.336,299.13779,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3142,0,0,0,0,44.9851885,0.0111,0.195,617.8,433,12.7,2,5295,185,-185,4.548,0.052000000000000005,-0.09699999999999999,295.90502999999995,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3143,0,0,0,0,5.89089509,0.00575,0.145,267.7,985,11.7,1,5869,158,-211,4.513,0.037000000000000005,-0.213,284.6134,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3144,0,0,0,0,4.13029832,0.012,0.28300000000000003,325.3,995,8.7,1,5490,199,-182,4.5569999999999995,0.048,-0.14300000000000002,291.2941,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3148,0,0,0,0,201.325036,0.0192,0.606,125.4,410,14.2,1,6120,79,-85,4.093,0.21,-0.14,292.93643,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3149,0,0,0,0,5.59346375,0.00604,0.18,236.5,1008,9.5,1,5874,164,-205,4.498,0.052000000000000005,-0.20800000000000002,288.44839,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3150,0,0,0,0,3.44928111,0.0048200000000000005,0.16399999999999998,237.0,966,9.7,1,5119,154,-139,4.591,0.024,-0.09,291.45734,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3152,0,0,0,0,37.904388899999994,0.013999999999999999,0.46299999999999997,98.2,693,13.9,1,5303,175,-159,3.87,0.63,-0.27,290.25931,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3154,0,0,0,0,6.88297756,0.005520000000000001,0.177,30.4,1141,13.2,2,6117,135,-135,4.244,0.13699999999999998,-0.11199999999999999,283.35046,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3155,0,0,0,0,2.049602348,0.00346,0.136,186.1,1203,11.3,1,5356,159,-159,4.5889999999999995,0.035,-0.11199999999999999,289.18149,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3156,0,0,0,0,53.285584,0.017,0.445,158.6,537,11.0,1,6015,200,-200,4.297,0.23600000000000002,-0.193,283.57268999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3157,0,0,0,0,2.49915311,0.00454,0.17600000000000002,179.2,983,13.4,1,4705,139,-139,4.572,0.057999999999999996,-0.027000000000000003,294.3735,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3158,0,0,0,0,105.997107,0.00981,0.287,430.8,373,10.9,1,6068,163,-181,4.565,0.036000000000000004,-0.204,295.6709,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3160,0,0,0,0,6.30432354,0.00763,0.188,40.0,1510,10.7,1,6728,299,-411,3.987,0.35,-0.15,293.37381,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3163,0,0,0,0,3.38419892,0.00583,0.262,228.2,1074,11.5,1,5613,152,-169,4.581,0.038,-0.152,292.96661,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3164,0,0,0,0,1.69999106,0.0101,0.313,95.6,934,10.6,1,4289,116,-142,4.684,0.059000000000000004,-0.032,289.05286,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3165,0,0,0,0,1.19260017,0.00468,0.124,58.0,1726,11.7,1,5600,169,-152,4.349,0.171,-0.19,298.08716,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3169,0,0,0,0,12.003678,0.006640000000000001,0.253,281.7,503,12.0,1,4328,131,-131,4.654,0.055999999999999994,-0.024,291.69516,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3173,0,0,0,0,4.22426989,0.0146,0.34600000000000003,13.6,1069,11.0,1,5735,103,-115,4.501,0.048,-0.10400000000000001,296.33688,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3174,0,0,0,0,56.347951699999996,0.0155,0.345,43.6,586,15.1,1,5843,78,-78,4.086,0.012,-0.01,287.31485,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3176,0,0,0,0,19.9778599,0.0106,0.259,83.4,773,12.8,1,6392,153,-192,4.399,0.065,-0.195,286.56032999999996,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3177,0,0,0,0,3.8183717000000006,0.0070799999999999995,0.218,50.8,1683,11.8,1,6738,189,-260,4.109,0.209,-0.171,295.24191,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3180,0,0,0,0,9.07829171,0.00426,0.16399999999999998,530.9,984,7.0,1,5086,192,-174,4.002,0.526,-0.28300000000000003,291.58875,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3186,0,0,0,0,75.2116373,0.00603,0.19899999999999998,362.6,516,13.1,1,5818,70,-79,4.165,0.17600000000000002,-0.10800000000000001,291.51758,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3187,0,0,0,0,6.36283414,0.00925,0.309,159.4,956,9.9,1,5955,161,-178,4.534,0.036000000000000004,-0.204,285.22415,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3188,0,0,0,0,7.53737498,0.00892,0.23600000000000002,41.1,1210,11.3,1,6483,181,-250,4.206,0.175,-0.175,286.51355,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3191,0,0,0,0,7.57600886,0.011000000000000001,0.207,49.0,778,12.5,1,5361,159,-159,4.588,0.038,-0.113,293.29278999999997,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3194,0,0,0,0,8.61742738,0.0069700000000000005,0.198,154.9,733,11.3,1,5009,74,-82,4.4910000000000005,0.077,-0.027999999999999997,292.46387000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3197,0,0,0,0,8.8303681,0.00978,0.26899999999999996,296.2,676,10.9,1,5051,151,-136,4.628,0.035,-0.07,282.19565,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3198,0,0,0,0,12.85755895,0.006409999999999999,0.188,106.5,860,14.2,1,5860,79,-79,4.276,0.162,-0.10800000000000001,294.30099,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3200,0,0,0,0,33.502922999999996,0.0282,0.7090000000000001,70.9,645,12.5,2,5999,163,-181,4.263,0.22,-0.18,286.77313,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3201,0,0,0,0,9.333548599999999,0.0157,0.743,71.2,1082,11.7,1,5354,88,-72,3.927,0.15,-0.1,295.21426,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3203,0,0,0,0,9.54060855,0.00717,0.185,462.0,735,11.2,1,5271,158,-158,4.522,0.055999999999999994,-0.096,288.87082000000004,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3205,0,0,0,0,1.80926734,0.00831,0.287,98.0,1444,10.9,1,5897,177,-177,4.531000000000001,0.048,-0.204,298.54257,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3207,0,0,0,0,5.04413987,0.0054,0.21,172.0,862,10.2,2,4954,79,-79,4.5,0.075,-0.02,290.46512,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3209,0,0,0,0,5.3694084,0.0158,0.5710000000000001,40.0,974,8.0,1,5753,138,-156,4.538,0.048,-0.204,284.73474,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3210,0,0,0,0,5.65690281,0.0111,0.301,32.2,1159,10.4,1,5687,77,-77,4.191,0.182,-0.098,287.67059,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3214,0,0,0,0,7.4299322,0.0171,0.574,164.9,1024,9.8,1,5635,76,-76,4.23,0.168,-0.11199999999999999,294.67126,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3215,0,0,0,0,79.334347,0.0147,0.527,164.9,500,14.6,1,6384,158,-206,4.33,0.12,-0.195,290.51242,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3216,0,0,0,0,5.68251605,0.0105,0.327,81.2,1090,9.4,1,5753,78,-78,4.319,0.115,-0.115,296.04425,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3217,0,0,0,0,7.99144696,0.00734,0.20199999999999999,145.0,901,12.8,1,5700,77,-77,4.434,0.063,-0.11699999999999999,289.5484,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3219,0,0,0,0,4.52628739,0.00936,0.33399999999999996,99.6,1089,12.5,2,5700,77,-77,4.434,0.063,-0.11699999999999999,289.5484,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3221,0,0,0,0,0.597018404,0.00159,0.0842,245.4,1578,16.5,1,4985,149,-134,4.675,0.025,-0.07,295.41479,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3222,0,0,0,0,4.82025124,0.0075,0.42200000000000004,94.1,1018,8.5,1,6035,164,-182,4.591,0.027999999999999997,-0.171,296.3609,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3223,0,0,0,0,12.401926300000001,0.0206,0.736,211.1,713,9.5,1,5555,167,-150,4.513999999999999,0.07400000000000001,-0.147,284.04172,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
3224,0,0,0,0,152.823896,0.0245,0.6559999999999999,456.2,395,9.9,1,6452,157,-246,4.394,0.067,-0.20199999999999999,289.63535,CONFIRMED,CONFIRMED,CONFIRMED,CONFIRMED
